epoch,train_loss,valid_loss,valid_mse,valid_qlike,lr,regime,country,L,protocol
40,0.03718740263464228,0.02953822085991795,0.06854153085153113,0.02953822085991795,0.00025,normal,JP,252,static
41,0.036856968847759,0.025528321047089658,0.06474412401557451,0.025528321047089658,0.00025,normal,JP,252,static
42,0.03292508496202281,0.020543181808885983,0.05676769403371251,0.020543181808885983,0.00025,normal,JP,252,static
43,0.036385703159445545,0.016214037363123154,0.04503890214420041,0.016214037363123154,0.00025,normal,JP,252,static
1,1.2466729084650676,0.5692182973441346,0.3122413158416748,0.5692182973441346,0.001,911,US,22,static
2,0.44610219735365647,0.03164942550137657,0.05361934006214142,0.03164942550137657,0.001,911,US,22,static
3,0.2428708267517579,0.08434470107333876,0.20632611215114594,0.08434470107333876,0.001,911,US,22,static
4,0.2454198732590064,0.0336383241562751,0.060181934386491776,0.0336383241562751,0.001,911,US,22,static
5,0.1616942320878689,0.02781528496811166,0.042676880955696106,0.02781528496811166,0.001,911,US,22,static
6,0.14642438598168203,0.025124767045388123,0.042898111045360565,0.025124767045388123,0.001,911,US,22,static
7,0.13182692917493674,0.02769799234872619,0.0502542182803154,0.02769799234872619,0.001,911,US,22,static
8,0.11388581742842992,0.02286382575050137,0.037982769310474396,0.02286382575050137,0.001,911,US,22,static
9,0.10908849785725276,0.024348452655542176,0.03808729350566864,0.024348452655542176,0.001,911,US,22,static
10,0.09497241312876725,0.021277282077163645,0.03455594554543495,0.021277282077163645,0.001,911,US,22,static
11,0.09561270341659203,0.020036298374110795,0.03290107473731041,0.020036298374110795,0.001,911,US,22,static
12,0.08811510497560868,0.020020439377246648,0.03244969621300697,0.020020439377246648,0.001,911,US,22,static
13,0.08729418099690707,0.020686742190842048,0.032859425991773605,0.020686742190842048,0.001,911,US,22,static
14,0.08061911643315585,0.018606603544750307,0.03081362321972847,0.018606603544750307,0.001,911,US,22,static
15,0.09032472643332604,0.01870079923201598,0.03223796188831329,0.01870079923201598,0.001,911,US,22,static
16,0.07921942533590855,0.018078790615322728,0.029601749032735825,0.018078790615322728,0.001,911,US,22,static
17,0.05898197148090754,0.016773734595444168,0.028104981407523155,0.016773734595444168,0.001,911,US,22,static
18,0.06738628389743659,0.017730876085288463,0.028710216283798218,0.017730876085288463,0.001,911,US,22,static
19,0.07432851118919177,0.01627798822347934,0.02713010646402836,0.01627798822347934,0.001,911,US,22,static
20,0.07091484944789837,0.016533867048177987,0.027314595878124237,0.016533867048177987,0.001,911,US,22,static
21,0.0811285185508239,0.016631902921901753,0.02764257788658142,0.016631902921901753,0.001,911,US,22,static
22,0.07340686672773117,0.017683641819134833,0.030292214825749397,0.017683641819134833,0.001,911,US,22,static
23,0.06893667865257996,0.01687023658950784,0.02756715565919876,0.01687023658950784,0.001,911,US,22,static
24,0.06891015343941174,0.01645068513383244,0.027042409405112267,0.01645068513383244,0.001,911,US,22,static
25,0.07463618654471177,0.018469415200464183,0.02948014810681343,0.018469415200464183,0.001,911,US,22,static
26,0.06439876823853223,0.01775782304903042,0.02866661734879017,0.01775782304903042,0.0005,911,US,22,static
27,0.062175140740015566,0.016223977905793267,0.027011778205633163,0.016223977905793267,0.0005,911,US,22,static
28,0.06840814821995221,0.01608255418383843,0.026683298870921135,0.01608255418383843,0.0005,911,US,22,static
29,0.0674767459814365,0.016351346787426158,0.026761556044220924,0.016351346787426158,0.0005,911,US,22,static
30,0.0613514414200416,0.016053691191446246,0.026395518332719803,0.016053691191446246,0.0005,911,US,22,static
31,0.05722117939820656,0.015837729768492577,0.02624250389635563,0.015837729768492577,0.0005,911,US,22,static
32,0.05745629431345524,0.015956577421746783,0.026306256651878357,0.015956577421746783,0.0005,911,US,22,static
33,0.06515235950549443,0.016288960488237858,0.027085574343800545,0.016288960488237858,0.0005,911,US,22,static
34,0.06129774709160511,0.016364846920627167,0.02718057855963707,0.016364846920627167,0.0005,911,US,22,static
35,0.0524420990393712,0.017389081322752985,0.027964308857917786,0.017389081322752985,0.0005,911,US,22,static
36,0.056228283601693616,0.017557399208043955,0.028168566524982452,0.017557399208043955,0.0005,911,US,22,static
37,0.057035656502613656,0.0169634846945291,0.027587009593844414,0.0169634846945291,0.0005,911,US,22,static
38,0.05472516449980247,0.018819409109530557,0.02962663024663925,0.018819409109530557,0.00025,911,US,22,static
39,0.05872128521784758,0.020498046077966982,0.031586430966854095,0.020498046077966982,0.00025,911,US,22,static
40,0.06233208626508713,0.01831794027335347,0.02913392148911953,0.01831794027335347,0.00025,911,US,22,static
41,0.059080516967253804,0.017207852315740742,0.028129566460847855,0.017207852315740742,0.00025,911,US,22,static
1,1.1670808431005826,0.43907448804914373,0.2733866572380066,0.43907448804914373,0.001,911,US,60,static
2,0.41615821268871755,0.033198574263270685,0.05902790278196335,0.033198574263270685,0.001,911,US,60,static
3,0.1828821758284186,0.06836762216167845,0.15550492703914642,0.06836762216167845,0.001,911,US,60,static
4,0.177463548788189,0.031100148151635778,0.05576775595545769,0.031100148151635778,0.001,911,US,60,static
5,0.14450588186074348,0.029522468621584235,0.04476255178451538,0.029522468621584235,0.001,911,US,60,static
6,0.14107123253880627,0.026602960360354352,0.04157980903983116,0.026602960360354352,0.001,911,US,60,static
7,0.10285626240346553,0.023536316782287965,0.04141905903816223,0.023536316782287965,0.001,911,US,60,static
8,0.10135669617431008,0.026383347633684984,0.04101894423365593,0.026383347633684984,0.001,911,US,60,static
9,0.10549023241674813,0.03667098904877022,0.05030504986643791,0.03667098904877022,0.001,911,US,60,static
10,0.08703151697388095,0.023959528561697772,0.03758464381098747,0.023959528561697772,0.001,911,US,60,static
11,0.08765958344740589,0.021812709367452273,0.03487492352724075,0.021812709367452273,0.001,911,US,60,static
12,0.0968672589256163,0.027207933033264638,0.04039226099848747,0.027207933033264638,0.001,911,US,60,static
13,0.08770935313545004,0.020925698307861486,0.03307654336094856,0.020925698307861486,0.001,911,US,60,static
14,0.07637415878665056,0.019892710291521985,0.03176312893629074,0.019892710291521985,0.001,911,US,60,static
15,0.07536875003826445,0.022426977952159373,0.03466368839144707,0.022426977952159373,0.001,911,US,60,static
16,0.07466399106774887,0.02143837740978734,0.03359667584300041,0.02143837740978734,0.001,911,US,60,static
17,0.0882072963065257,0.02608001506879625,0.038376584649086,0.02608001506879625,0.001,911,US,60,static
18,0.06908077754787285,0.026339811690051014,0.03855337202548981,0.026339811690051014,0.001,911,US,60,static
19,0.07166298473403401,0.019667077326941767,0.03125603124499321,0.019667077326941767,0.001,911,US,60,static
20,0.06072543243313358,0.024230915560383537,0.03626960515975952,0.024230915560383537,0.001,911,US,60,static
21,0.06537351336493327,0.018846629364458255,0.03052191250026226,0.018846629364458255,0.001,911,US,60,static
22,0.06624890827186351,0.025499097082738068,0.037812359631061554,0.025499097082738068,0.001,911,US,60,static
23,0.0714308440984383,0.020436318857000684,0.03213266655802727,0.020436318857000684,0.001,911,US,60,static
24,0.057465530279344014,0.025328823748351915,0.03757850080728531,0.025328823748351915,0.001,911,US,60,static
25,0.061798007003147234,0.036598427800268084,0.049126725643873215,0.036598427800268084,0.001,911,US,60,static
26,0.07518644554771646,0.023252020572377203,0.03554045408964157,0.023252020572377203,0.001,911,US,60,static
27,0.055934249484626046,0.03285048344908868,0.04548489302396774,0.03285048344908868,0.001,911,US,60,static
28,0.05100812038311558,0.02700969738617438,0.03938473016023636,0.02700969738617438,0.0005,911,US,60,static
29,0.06450604025383283,0.02522832460398367,0.03747347369790077,0.02522832460398367,0.0005,911,US,60,static
30,0.052898195551803515,0.030919972657606428,0.04339085891842842,0.030919972657606428,0.0005,911,US,60,static
31,0.0553360046669297,0.026838986995442436,0.03911833465099335,0.026838986995442436,0.0005,911,US,60,static
1,1.6360140530074514,2.4439867751422715,0.5502282381057739,2.4439867751422715,0.001,911,US,252,static
2,1.1942450389629458,0.5846266349869806,0.31850335001945496,0.5846266349869806,0.001,911,US,252,static
3,0.8269377699712428,0.12864884487056377,0.13291965425014496,0.12864884487056377,0.001,911,US,252,static
4,0.4919056012863066,0.027828643474027824,0.044410865753889084,0.027828643474027824,0.001,911,US,252,static
5,0.2504725950520213,0.05469252941284856,0.11088938266038895,0.05469252941284856,0.001,911,US,252,static
6,0.2211652358130711,0.08709567084602932,0.21215097606182098,0.08709567084602932,0.001,911,US,252,static
7,0.21365959978685145,0.08573887070143388,0.20795263350009918,0.08573887070143388,0.001,911,US,252,static
8,0.2213447671837923,0.06256182348733275,0.13442553579807281,0.06256182348733275,0.001,911,US,252,static
9,0.18515333551459195,0.03560001591685859,0.06395742297172546,0.03560001591685859,0.001,911,US,252,static
10,0.10394543554724717,0.024121233658404604,0.03967282176017761,0.024121233658404604,0.001,911,US,252,static
11,0.15318038850659277,0.02503602188965106,0.03989570960402489,0.02503602188965106,0.001,911,US,252,static
12,0.1611542994292771,0.027274420359912715,0.042487435042858124,0.027274420359912715,0.001,911,US,252,static
13,0.16237130493107366,0.025072293853973783,0.039737217128276825,0.025072293853973783,0.001,911,US,252,static
14,0.14200172700533054,0.022308791563005387,0.03692303225398064,0.022308791563005387,0.001,911,US,252,static
15,0.1390973234821747,0.02426894491104156,0.04261946678161621,0.02426894491104156,0.001,911,US,252,static
16,0.11664186109129976,0.0276407415993715,0.050981152802705765,0.0276407415993715,0.001,911,US,252,static
17,0.10991159263180524,0.02514930907082915,0.045642539858818054,0.02514930907082915,0.001,911,US,252,static
18,0.07475649297419118,0.021948532581252712,0.038264233618974686,0.021948532581252712,0.001,911,US,252,static
19,0.09926815785285903,0.02121404078477238,0.03574788570404053,0.02121404078477238,0.001,911,US,252,static
20,0.07736310603596815,0.02130737078922532,0.035405803471803665,0.02130737078922532,0.001,911,US,252,static
21,0.08490866736122747,0.021063099504024928,0.03511950001120567,0.021063099504024928,0.001,911,US,252,static
22,0.07833821240176515,0.02051965437685788,0.03526490181684494,0.02051965437685788,0.001,911,US,252,static
23,0.0745316529419364,0.020424514278687262,0.0355757474899292,0.020424514278687262,0.001,911,US,252,static
24,0.08318686875991704,0.02037429819124141,0.035695966333150864,0.02037429819124141,0.001,911,US,252,static
25,0.076295800552499,0.020151161184883627,0.03497243672609329,0.020151161184883627,0.001,911,US,252,static
26,0.0739786807084229,0.020280611064619772,0.03443593531847,0.020280611064619772,0.001,911,US,252,static
27,0.07554820870480887,0.02026176281925968,0.03443364053964615,0.02026176281925968,0.001,911,US,252,static
28,0.06499704836708743,0.020148025242340467,0.03493763506412506,0.020148025242340467,0.001,911,US,252,static
29,0.08190492508796657,0.021074180100795762,0.03829655051231384,0.021074180100795762,0.001,911,US,252,static
30,0.07443657017699103,0.021211427225200214,0.03867931291460991,0.021211427225200214,0.001,911,US,252,static
31,0.08013504525510276,0.02030854584021013,0.03533399477601051,0.02030854584021013,0.001,911,US,252,static
32,0.04769853429823387,0.021480294731491732,0.0349738672375679,0.021480294731491732,0.001,911,US,252,static
33,0.07495341661227185,0.02308671270500668,0.036197368055582047,0.02308671270500668,0.001,911,US,252,static
34,0.06930872716191339,0.021675190397512218,0.03522007167339325,0.021675190397512218,0.001,911,US,252,static
35,0.06892993689582842,0.021010908235828924,0.03496427834033966,0.021010908235828924,0.0005,911,US,252,static
1,3.157213174439723,0.679858948174142,0.5052717924118042,0.679858948174142,0.001,911,KR,22,static
2,1.742002896721067,0.02365474836559277,0.05749204754829407,0.02365474836559277,0.001,911,KR,22,static
3,0.6474323950561822,0.16762257465225452,0.8519331812858582,0.16762257465225452,0.001,911,KR,22,static
4,0.6849210137635274,0.1803457061491327,0.9556460380554199,0.1803457061491327,0.001,911,KR,22,static
5,0.4970552623271942,0.07678646049311093,0.271156370639801,0.07678646049311093,0.001,911,KR,22,static
6,0.37129350698072144,0.028455665221675194,0.07361315935850143,0.028455665221675194,0.001,911,KR,22,static
7,0.38889984465112876,0.02612861615310416,0.06644950807094574,0.02612861615310416,0.001,911,KR,22,static
8,0.30026407257404203,0.03891122099526152,0.11003784090280533,0.03891122099526152,0.001,911,KR,22,static
9,0.2925570797102124,0.032040234807803734,0.08609814196825027,0.032040234807803734,0.0005,911,KR,22,static
10,0.29456040521267973,0.021601260606001725,0.053177982568740845,0.021601260606001725,0.0005,911,KR,22,static
11,0.28214962795084597,0.020305059813232426,0.04892323538661003,0.020305059813232426,0.0005,911,KR,22,static
12,0.25414055391074786,0.020347325812522975,0.049543347209692,0.020347325812522975,0.0005,911,KR,22,static
13,0.22518684982863907,0.022127852514994082,0.054970066994428635,0.022127852514994082,0.0005,911,KR,22,static
14,0.21158056019567975,0.02216586733686686,0.055163610726594925,0.02216586733686686,0.0005,911,KR,22,static
15,0.22329896045666114,0.02065617119852645,0.050737958401441574,0.02065617119852645,0.0005,911,KR,22,static
16,0.19140408066363115,0.020969160592260595,0.051799118518829346,0.020969160592260595,0.0005,911,KR,22,static
17,0.16242358646069477,0.021837818263445462,0.05458538979291916,0.021837818263445462,0.0005,911,KR,22,static
18,0.17351518800250845,0.0206016439691591,0.05087333172559738,0.0206016439691591,0.00025,911,KR,22,static
19,0.15492201766936609,0.01968246667912753,0.04810619354248047,0.01968246667912753,0.00025,911,KR,22,static
20,0.17390399494397094,0.01939551764470259,0.04731626808643341,0.01939551764470259,0.00025,911,KR,22,static
21,0.16043030670265745,0.020049486983692837,0.04940180480480194,0.020049486983692837,0.00025,911,KR,22,static
22,0.14977749427354414,0.020566409219719993,0.05109057202935219,0.020566409219719993,0.00025,911,KR,22,static
23,0.1490940020657053,0.020280821633987912,0.05034575238823891,0.020280821633987912,0.00025,911,KR,22,static
24,0.15535088165912753,0.020216351102111417,0.050302330404520035,0.020216351102111417,0.00025,911,KR,22,static
25,0.16321679117048488,0.01965953230216361,0.04869171604514122,0.01965953230216361,0.00025,911,KR,22,static
26,0.14151363761401645,0.019199922584468964,0.04733392596244812,0.019199922584468964,0.00025,911,KR,22,static
27,0.1382387380292213,0.01939959356667096,0.048081107437610626,0.01939959356667096,0.00025,911,KR,22,static
28,0.14867427594521465,0.019777734239921164,0.049403104931116104,0.019777734239921164,0.00025,911,KR,22,static
29,0.14318224500402127,0.018965124900315947,0.046931348741054535,0.018965124900315947,0.00025,911,KR,22,static
30,0.1314157846024613,0.018390917804660074,0.04514539986848831,0.018390917804660074,0.00025,911,KR,22,static
31,0.13350199075306163,0.018864877527316953,0.04672301560640335,0.018864877527316953,0.00025,911,KR,22,static
32,0.1389418110446213,0.0200234098646746,0.05047149583697319,0.0200234098646746,0.00025,911,KR,22,static
33,0.13313296098822083,0.020493585196830845,0.05204296112060547,0.020493585196830845,0.00025,911,KR,22,static
34,0.14372853939634522,0.01977582077767154,0.049907274544239044,0.01977582077767154,0.00025,911,KR,22,static
35,0.1420403135319551,0.018384038506174104,0.04560013860464096,0.018384038506174104,0.00025,911,KR,22,static
36,0.13992804746612225,0.018016525568373715,0.04433551803231239,0.018016525568373715,0.00025,911,KR,22,static
37,0.13600953473569521,0.018994075460325246,0.047619327902793884,0.018994075460325246,0.00025,911,KR,22,static
38,0.1323524530903966,0.019076580011755905,0.04786587134003639,0.019076580011755905,0.00025,911,KR,22,static
39,0.13681340241938636,0.01826727613134194,0.04511437937617302,0.01826727613134194,0.00025,911,KR,22,static
40,0.1306501131236943,0.01842432558260721,0.04575671628117561,0.01842432558260721,0.00025,911,KR,22,static
41,0.141931674497969,0.018834455144897067,0.04718782380223274,0.018834455144897067,0.00025,911,KR,22,static
42,0.12840120445669087,0.01916079152096486,0.04831802099943161,0.01916079152096486,0.00025,911,KR,22,static
43,0.11862227627459694,0.019456938637720973,0.049274757504463196,0.019456938637720973,0.000125,911,KR,22,static
44,0.14714694756016233,0.0200561206955274,0.051199786365032196,0.0200561206955274,0.000125,911,KR,22,static
45,0.10284640192011603,0.01927888698296774,0.04881200194358826,0.01927888698296774,0.000125,911,KR,22,static
46,0.12502283602952957,0.018195962683087267,0.04534130543470383,0.018195962683087267,0.000125,911,KR,22,static
1,3.160777572375625,0.5563605665476729,0.4593628942966461,0.5563605665476729,0.001,911,KR,60,static
2,1.7449868950270004,0.025618771274007714,0.06430897116661072,0.025618771274007714,0.001,911,KR,60,static
3,0.7134881998176006,0.18075425800208214,0.957360565662384,0.18075425800208214,0.001,911,KR,60,static
4,0.5545566224340183,0.1692815216607273,0.8639181852340698,0.1692815216607273,0.001,911,KR,60,static
5,0.3964941043462326,0.07647149718630492,0.2696188688278198,0.07647149718630492,0.001,911,KR,60,static
6,0.29531149810819485,0.03146372760418014,0.08405833691358566,0.03146372760418014,0.001,911,KR,60,static
7,0.3017749982093697,0.022035321149697352,0.054843563586473465,0.022035321149697352,0.001,911,KR,60,static
8,0.25864634724028074,0.02142437676125699,0.05304079130291939,0.02142437676125699,0.001,911,KR,60,static
9,0.26268022996720986,0.020794840559577903,0.048937104642391205,0.020794840559577903,0.001,911,KR,60,static
10,0.20985988544216796,0.021022181304335908,0.04903727397322655,0.021022181304335908,0.001,911,KR,60,static
11,0.19566911547931273,0.018319080590488767,0.04379761219024658,0.018319080590488767,0.001,911,KR,60,static
12,0.19607701096961747,0.01805847407837356,0.04330888390541077,0.01805847407837356,0.001,911,KR,60,static
13,0.180157455768603,0.017959640879051022,0.04263712838292122,0.017959640879051022,0.001,911,KR,60,static
14,0.15641033293595955,0.01761966294784736,0.04242350906133652,0.01761966294784736,0.001,911,KR,60,static
15,0.17142560282972322,0.0186443704992744,0.0436595194041729,0.0186443704992744,0.001,911,KR,60,static
16,0.14430444865529216,0.017577616960846115,0.04198737442493439,0.017577616960846115,0.001,911,KR,60,static
17,0.12687064407031928,0.017681526572277097,0.04208356887102127,0.017681526572277097,0.001,911,KR,60,static
18,0.14085305448788316,0.018189811086225915,0.042846206575632095,0.018189811086225915,0.001,911,KR,60,static
19,0.12567421315766092,0.018098100601688785,0.04450484365224838,0.018098100601688785,0.001,911,KR,60,static
20,0.13242298019910925,0.018299917075178335,0.04282142594456673,0.018299917075178335,0.001,911,KR,60,static
21,0.11952045181793954,0.018269685565069936,0.045648425817489624,0.018269685565069936,0.001,911,KR,60,static
22,0.12452804641937142,0.017340936480633225,0.04107125476002693,0.017340936480633225,0.001,911,KR,60,static
23,0.13491993592079007,0.016464550293107123,0.040389541536569595,0.016464550293107123,0.001,911,KR,60,static
24,0.1330423849954534,0.016764190634006384,0.04011666774749756,0.016764190634006384,0.001,911,KR,60,static
25,0.10561625581623903,0.01636455635049688,0.03961636498570442,0.01636455635049688,0.001,911,KR,60,static
26,0.1138370515250448,0.016561782514556228,0.040778979659080505,0.016561782514556228,0.001,911,KR,60,static
27,0.09267877367561433,0.019972978531730384,0.046064067631959915,0.019972978531730384,0.001,911,KR,60,static
28,0.11760901175995371,0.017465400144413994,0.04191642254590988,0.017465400144413994,0.001,911,KR,60,static
29,0.11664512786847442,0.01980244242485586,0.045869845896959305,0.01980244242485586,0.001,911,KR,60,static
30,0.117297487583623,0.016301291514248275,0.040021058171987534,0.016301291514248275,0.001,911,KR,60,static
31,0.09259118362149196,0.01813466550637924,0.0429866686463356,0.01813466550637924,0.001,911,KR,60,static
32,0.11380987697795256,0.028604598866766136,0.060823820531368256,0.028604598866766136,0.001,911,KR,60,static
33,0.09695210124352086,0.017238845298742003,0.04183081164956093,0.017238845298742003,0.001,911,KR,60,static
34,0.10578667019396576,0.01901177911478233,0.04480953514575958,0.01901177911478233,0.001,911,KR,60,static
35,0.10068730023036253,0.01768180777007572,0.042349960654973984,0.01768180777007572,0.001,911,KR,60,static
36,0.08930583587333338,0.01965013903983876,0.04566831886768341,0.01965013903983876,0.001,911,KR,60,static
37,0.0931496896516921,0.021877260895129893,0.049688100814819336,0.021877260895129893,0.0005,911,KR,60,static
38,0.08292436950019937,0.02170985906356291,0.04961501434445381,0.02170985906356291,0.0005,911,KR,60,static
39,0.0834754440766662,0.018510545664279385,0.04402478411793709,0.018510545664279385,0.0005,911,KR,60,static
40,0.10835858659624163,0.019004826557818585,0.04492887482047081,0.019004826557818585,0.0005,911,KR,60,static
1,1.6608836023431075,2.9770220183921228,0.8588911890983582,2.9770220183921228,0.001,911,KR,252,static
2,1.2109087391903526,0.8037734553829756,0.5453579425811768,0.8037734553829756,0.001,911,KR,252,static
3,0.8487012276523992,0.21931932668339418,0.2741868197917938,0.21931932668339418,0.001,911,KR,252,static
4,0.5017485744074771,0.04340457446386761,0.0910593643784523,0.04340457446386761,0.001,911,KR,252,static
5,0.21835618152430183,0.03271582908769603,0.08656543493270874,0.03271582908769603,0.001,911,KR,252,static
6,0.1544293596556312,0.06808683520334056,0.22840602695941925,0.06808683520334056,0.001,911,KR,252,static
7,0.19891772301573502,0.07612420335735429,0.2665897309780121,0.07612420335735429,0.001,911,KR,252,static
8,0.26778109450089305,0.06045956520918064,0.19429779052734375,0.06045956520918064,0.001,911,KR,252,static
9,0.20097922180828295,0.03694370421547003,0.10141162574291229,0.03694370421547003,0.001,911,KR,252,static
10,0.11298211565927456,0.024298356239984366,0.05976302921772003,0.024298356239984366,0.001,911,KR,252,static
11,0.12044922791813549,0.02670264466713337,0.06283789128065109,0.02670264466713337,0.001,911,KR,252,static
12,0.1532655228909693,0.03042887058135557,0.06942430138587952,0.03042887058135557,0.001,911,KR,252,static
13,0.16149083603369563,0.0287470770360253,0.06634676456451416,0.0287470770360253,0.001,911,KR,252,static
14,0.15163171644273557,0.024143643120204752,0.057822976261377335,0.024143643120204752,0.001,911,KR,252,static
15,0.1502458643364279,0.023005332028582553,0.05655556917190552,0.023005332028582553,0.001,911,KR,252,static
16,0.09847797100481234,0.025358973939528563,0.0638660192489624,0.025358973939528563,0.001,911,KR,252,static
17,0.11241816317564562,0.025776041445041566,0.06520769000053406,0.025776041445041566,0.001,911,KR,252,static
18,0.1049313829525521,0.023961361394627158,0.05972370132803917,0.023961361394627158,0.001,911,KR,252,static
19,0.09755228067699231,0.02247207401605896,0.05520946532487869,0.02247207401605896,0.001,911,KR,252,static
20,0.07181049746118094,0.02195817217860969,0.05351242050528526,0.02195817217860969,0.001,911,KR,252,static
21,0.1288172371293369,0.021780919327079755,0.052380941808223724,0.021780919327079755,0.001,911,KR,252,static
22,0.10568677124224211,0.021696529897019312,0.051879312843084335,0.021696529897019312,0.001,911,KR,252,static
23,0.08736390581256465,0.02139638915712994,0.051352474838495255,0.02139638915712994,0.001,911,KR,252,static
24,0.08493559552650702,0.021711461701557584,0.05259481817483902,0.021711461701557584,0.001,911,KR,252,static
25,0.0921123005253704,0.022156843528409506,0.05402548238635063,0.022156843528409506,0.001,911,KR,252,static
26,0.0880007139946285,0.021672852241013184,0.05251042917370796,0.021672852241013184,0.001,911,KR,252,static
27,0.07123637513110512,0.021251318611220253,0.051200833171606064,0.021251318611220253,0.001,911,KR,252,static
28,0.09593427073406546,0.020775277856031137,0.0496012382209301,0.020775277856031137,0.001,911,KR,252,static
29,0.074985269064966,0.020929781582200137,0.05034258961677551,0.020929781582200137,0.001,911,KR,252,static
30,0.06389032706226173,0.0210582791994054,0.050814446061849594,0.0210582791994054,0.001,911,KR,252,static
31,0.08424031263903568,0.020741700972624868,0.04927658662199974,0.020741700972624868,0.001,911,KR,252,static
32,0.06247820087561482,0.021371906429547005,0.05005284398794174,0.021371906429547005,0.001,911,KR,252,static
33,0.06778749353007267,0.022131790014217088,0.051292743533849716,0.022131790014217088,0.001,911,KR,252,static
34,0.05939151621178577,0.02142695760285629,0.050340861082077026,0.02142695760285629,0.001,911,KR,252,static
35,0.0763650388505898,0.0213274461011835,0.051510438323020935,0.0213274461011835,0.001,911,KR,252,static
36,0.07478440768624607,0.021536136973405118,0.052183374762535095,0.021536136973405118,0.001,911,KR,252,static
37,0.07950766580669504,0.021791412169840194,0.05180385336279869,0.021791412169840194,0.001,911,KR,252,static
38,0.051337999536802896,0.02194372424149912,0.052001986652612686,0.02194372424149912,0.0005,911,KR,252,static
39,0.05361347591602489,0.022112362266559916,0.05220814049243927,0.022112362266559916,0.0005,911,KR,252,static
40,0.07489884860421482,0.02229460908251559,0.05240437760949135,0.02229460908251559,0.0005,911,KR,252,static
41,0.05667825160842193,0.02214080707948794,0.052378010004758835,0.02214080707948794,0.0005,911,KR,252,static
1,1.221321471325763,0.9408686098925605,0.6901010870933533,0.9408686098925605,0.001,911,JP,22,static
2,0.3974760441811054,0.03342812882413983,0.08498725295066833,0.03342812882413983,0.001,911,JP,22,static
3,0.14522265981544147,0.027473469455128675,0.08684758096933365,0.027473469455128675,0.001,911,JP,22,static
4,0.22613386461487064,0.01867752416662593,0.05300624296069145,0.01867752416662593,0.001,911,JP,22,static
5,0.1364919717435713,0.03981997985317605,0.09709470719099045,0.03981997985317605,0.001,911,JP,22,static
6,0.10553920269012451,0.01780168051219786,0.050525154918432236,0.01780168051219786,0.001,911,JP,22,static
7,0.12389780677758254,0.014042114615127287,0.04056081548333168,0.014042114615127287,0.001,911,JP,22,static
8,0.09364709335488158,0.017263551565987276,0.04867786914110184,0.017263551565987276,0.001,911,JP,22,static
9,0.08949425719775163,0.01549352230959198,0.04412238299846649,0.01549352230959198,0.001,911,JP,22,static
10,0.08247019669839314,0.012955493849851606,0.037191785871982574,0.012955493849851606,0.001,911,JP,22,static
11,0.08236706324599007,0.012501601037192556,0.03585295379161835,0.012501601037192556,0.001,911,JP,22,static
12,0.07733008255819221,0.01176260360463837,0.03363896161317825,0.01176260360463837,0.001,911,JP,22,static
13,0.0683627977193176,0.015549721820859605,0.043622106313705444,0.015549721820859605,0.001,911,JP,22,static
14,0.0666365779742792,0.012127262982883209,0.03472952917218208,0.012127262982883209,0.001,911,JP,22,static
15,0.06014171029840197,0.012710793747149163,0.03612460196018219,0.012710793747149163,0.001,911,JP,22,static
16,0.060864525665710496,0.01580664764915429,0.043160129338502884,0.01580664764915429,0.001,911,JP,22,static
17,0.0676778509438812,0.012573447516152162,0.03574373200535774,0.012573447516152162,0.001,911,JP,22,static
18,0.05663697465093105,0.013705349300075548,0.038393422961235046,0.013705349300075548,0.001,911,JP,22,static
19,0.06274605600477813,0.011568467981376623,0.033145561814308167,0.011568467981376623,0.0005,911,JP,22,static
20,0.05219996299643021,0.011808290697358335,0.03376825153827667,0.011808290697358335,0.0005,911,JP,22,static
21,0.058611003415925164,0.012637614404635315,0.035866934806108475,0.012637614404635315,0.0005,911,JP,22,static
22,0.05594883752720697,0.011770523926034605,0.033866822719573975,0.011770523926034605,0.0005,911,JP,22,static
23,0.060883213366780965,0.011774539027127244,0.034013114869594574,0.011774539027127244,0.0005,911,JP,22,static
24,0.06079583644092857,0.012904371576971498,0.0366416834294796,0.012904371576971498,0.0005,911,JP,22,static
25,0.04893542168202338,0.012231619563428248,0.03500943258404732,0.012231619563428248,0.0005,911,JP,22,static
26,0.053101181064720275,0.012167301549777663,0.03484904393553734,0.012167301549777663,0.00025,911,JP,22,static
27,0.05664211347118601,0.012428903161388746,0.035448670387268066,0.012428903161388746,0.00025,911,JP,22,static
28,0.053396655948131116,0.012498130768796073,0.035601165145635605,0.012498130768796073,0.00025,911,JP,22,static
29,0.060866222801533615,0.012384878154013856,0.03536133095622063,0.012384878154013856,0.00025,911,JP,22,static
1,1.3277523967954847,0.8330328098253955,0.6603546142578125,0.8330328098253955,0.001,911,JP,60,static
2,0.4869573086776115,0.0316174517904619,0.08228065818548203,0.0316174517904619,0.001,911,JP,60,static
3,0.17310851083861456,0.03375391665811358,0.1088896170258522,0.03375391665811358,0.001,911,JP,60,static
4,0.2303109046485689,0.01914904572068916,0.05366867780685425,0.01914904572068916,0.001,911,JP,60,static
5,0.16089122698262887,0.04419624715002112,0.10459359735250473,0.04419624715002112,0.001,911,JP,60,static
6,0.1380257139603297,0.029483546622940664,0.0756441280245781,0.029483546622940664,0.001,911,JP,60,static
7,0.10573078747148867,0.016801632732441733,0.04752030223608017,0.016801632732441733,0.001,911,JP,60,static
