"model","regime","country","feature_set","L","protocol","phase","RMSE","MAE","QLIKE","RMSE_CV","tuning_val_qlike","tuning_val_mse","tuning_best_epoch","final_epochs","n_features","is_best_L","best_val_loss","epochs_used","n_refits","source_branch","source_file"
"LSTM","covid","US","extended","252","expanding","Recovery","0.2094142128988447","0.15613942500203848","0.02041759863395159","0.2093708249863292","","","","","28","True","0.020329628824447134","35.0","13.0","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","KR","extended","22","expanding","Crash","0.526746582874988","0.32751060667492093","0.021668707687737036","0.26809357949178264","","","","","28","True","0.021132376748238535","21.0","13.0","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","KR","extended","22","expanding","Full Test","0.29371279760913976","0.18743611992366851","0.033644035492050854","0.288017079279484","","","","","28","True","0.021132376748238535","21.0","13.0","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","KR","extended","22","expanding","Pre-crash","0.1435973066633343","0.1012359048639025","0.014946910121294017","0.18417676824055965","","","","","28","True","0.021132376748238535","21.0","13.0","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","KR","extended","22","expanding","Recovery","0.27806867139396335","0.18782905380552015","0.03836216711635856","0.2895993173673089","","","","","28","True","0.021132376748238535","21.0","13.0","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","JP","extended","252","expanding","Crash","0.6929514183908186","0.38112766178030716","0.023066307646947923","0.30272816791211205","","","","","28","True","0.01820606424506897","20.0","12.0","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","JP","extended","252","expanding","Full Test","0.2609617445722336","0.1427178848065248","0.020158538359864437","0.2998247075406071","","","","","28","True","0.01820606424506897","20.0","12.0","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","JP","extended","252","expanding","Pre-crash","0.1186283680666228","0.10101944433920311","0.022503950302363556","0.22103796036803383","","","","","28","True","0.01820606424506897","20.0","12.0","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","JP","extended","252","expanding","Recovery","0.18865960685053434","0.12576230831684604","0.019445386690202834","0.24043185252318314","","","","","28","True","0.01820606424506897","20.0","12.0","LSTM_HS","dl_results_extended.csv"
"1DCNN","normal","US","core","60","static","Full Test","0.1703121739911319","0.1020837530553261","0.027084521","0.2910923761671851","0.027290697","0.028304168","47","47","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","normal","KR","core","252","static","Full Test","0.1082896440311103","0.082646162","0.018311842","0.2037006375957243","0.014556622","0.011818424","57","57","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","normal","JP","core","22","static","Full Test","0.1786116078840771","0.1211120415836164","0.025906164","0.2624553505549638","0.014925696","0.034098421","27","27","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","US","core","22","static","Full Test","0.2512722682763145","0.1704825712574852","0.0257075","0.2386252921471084","0.014633837","0.024578463","27","27","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","US","core","22","static","Recovery","0.2006195066040809","0.1468911395831541","0.025317737","0.2147603839376151","0.014633837","0.024578463","27","27","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","US","core","22","static","Shock","0.4047861717663106","0.2742848706245422","0.027422461","0.2568580555057598","0.014633837","0.024578463","27","27","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","KR","core","60","static","Full Test","0.5063822061912449","0.2628220573944204","0.02168763","0.3588194314691512","0.011858002","0.028514152","22","22","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","KR","core","60","static","Recovery","0.2635947604011289","0.1986972142796997","0.015216824","0.1854263147963036","0.011858002","0.028514152","22","22","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","KR","core","60","static","Shock","1.0055394741338286","0.5216964240427371","0.047810513","0.7341841049537629","0.011858002","0.028514152","22","22","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","JP","core","22","static","Full Test","0.2448018186970323","0.1888969034180605","0.01598622","0.1783020095392287","0.01080382","0.030285088","20","20","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","JP","core","22","static","Recovery","0.2210516845085477","0.1756924674624488","0.015905115","0.1730149098146196","0.01080382","0.030285088","20","20","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","JP","core","22","static","Shock","0.3184623093668702","0.2384135382516043","0.016290368","0.1840399267979589","0.01080382","0.030285088","20","20","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","US","core","252","static","Full Test","0.4617746002859934","0.2803550245969192","0.023523413","0.2856762603097881","0.01961304","0.015735509","55","55","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","US","core","252","static","Lehman Crisis","0.7812738866645914","0.5730408678452173","0.034859529","0.2762498258976059","0.01961304","0.015735509","55","55","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","US","core","252","static","Pre-Lehman","0.2786279819532111","0.1753241905264635","0.019972306","0.2499311124383019","0.01961304","0.015735509","55","55","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","US","core","252","static","Recovery","0.3117675581053073","0.2128728352487087","0.019081283","0.1981631930008316","0.01961304","0.015735509","55","55","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","KR","core","60","static","Full Test","0.3862140445184325","0.2452517117178717","0.021189644","0.2627931475675373","0.023573767","0.027523939","16","16","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","KR","core","60","static","Lehman Crisis","0.6421948130166892","0.4746056002075389","0.034156396","0.2757799740334018","0.023573767","0.027523939","16","16","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","KR","core","60","static","Pre-Lehman","0.2267212710965887","0.1635159827362407","0.017347548","0.1984209957359403","0.023573767","0.027523939","16","16","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","KR","core","60","static","Recovery","0.3113020892448329","0.1879212945699691","0.015270889","0.2346318157779149","0.023573767","0.027523939","16","16","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","JP","core","60","static","Full Test","0.3429466914493677","0.2252204555731553","0.02124453","0.2522482786662655","0.013228622","0.015418654","34","34","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","JP","core","60","static","Lehman Crisis","0.5777926403065764","0.436251597","0.037732024","0.2716033871746132","0.013228622","0.015418654","34","34","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","JP","core","60","static","Pre-Lehman","0.2091036276162531","0.1470745018673287","0.01505481","0.1942390503153596","0.013228622","0.015418654","34","34","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","JP","core","60","static","Recovery","0.2515594456783628","0.1939071966456128","0.01910139","0.2027020362273475","0.013228622","0.015418654","34","34","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","US","core","252","static","Crash","1.6277830183037127","1.2346038931892032","0.1260335735914206","0.453191478","0.017974757","0.011535804","69","69","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","US","core","252","static","Full Test","0.5066347883694288","0.2281526396231305","0.026950732","0.4419027092227038","0.017974757","0.011535804","69","69","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","US","core","252","static","Pre-crash","0.1021328169897673","0.080781547","0.022760252","0.2120168160096194","0.017974757","0.011535804","69","69","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","US","core","252","static","Recovery","0.1995832506959495","0.1449365558413168","0.016877436","0.1995418996314688","0.017974757","0.011535804","69","69","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","KR","core","22","static","Crash","0.4797367776824062","0.3580105787231809","0.022041059","0.2441674120423362","0.016557083","0.012547252","2","2","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","KR","core","22","static","Full Test","0.2934242727760054","0.1845487035330265","0.031562822","0.28773415","0.016557083","0.012547252","2","2","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","KR","core","22","static","Pre-crash","0.1604667079474698","0.1082550610814775","0.018495622","0.2058133287225018","0.016557083","0.012547252","2","2","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","KR","core","22","static","Recovery","0.2852075789205825","0.1794840061726669","0.034986306","0.2970342532631551","0.016557083","0.012547252","2","2","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","JP","core","60","static","Crash","0.3864570782556942","0.2729055567791587","0.015113922","0.1688306570591819","0.021730842","0.012443863","12","12","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","JP","core","60","static","Full Test","0.212754212","0.1374443492093006","0.02053643","0.24443801","0.021730842","0.012443863","12","12","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","JP","core","60","static","Pre-crash","0.1255250440621522","0.1004963837789766","0.025007064","0.2338884043235207","0.021730842","0.012443863","12","12","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","JP","core","60","static","Recovery","0.1996679817826093","0.1301621982166844","0.020297165","0.2544611618298937","0.021730842","0.012443863","12","12","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"1DCNN","normal","US","core","60","expanding","Full Test","0.1743428712957185","0.10101376876691369","0.025497976715755353","0.29798152113261706","","","","","10","TRUE","0.022316412338404375","39","76","CNNBased_GH","dl_results_core.csv"
"1DCNN","normal","KR","core","252","expanding","Full Test","0.11051522854339378","0.082003689","0.01855786","0.20788712272300994","","","","","10","TRUE","0.021805679792544937","22","74","CNNBased_GH","dl_results_core.csv"
"1DCNN","normal","JP","core","22","expanding","Full Test","0.17053650568942352","0.10438398520832193","0.018604492","0.2505896392365791","","","","","10","TRUE","0.016472387569427902","44","73","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","US","core","22","expanding","Full Test","0.269809039","0.1814252237478892","0.027377289616007234","0.2562290748079419","","","","","10","TRUE","0.022191842098915875","28","7","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","US","core","22","expanding","Recovery","0.20900732389732632","0.15200501382350923","0.026435271","0.223739425","","","","","10","TRUE","0.022191842098915875","28","7","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","US","core","22","expanding","Shock","0.44821142906904177","0.3108741474151611","0.031522172275746094","0.28441365875659486","","","","","10","TRUE","0.022191842098915875","28","7","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","KR","core","60","expanding","Full Test","0.4405442085999386","0.26187392455690045","0.025430481623961415","0.3121670164041206","","","","","10","TRUE","0.011937409868779768","37","7","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","KR","core","60","expanding","Recovery","0.3030672889059563","0.21806659556310112","0.022310998361299836","0.21319335191496266","","","","","10","TRUE","0.011937409868779768","37","7","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","KR","core","60","expanding","Shock","0.7789628662400526","0.43872573419853494","0.038023951091743356","0.5687515701313537","","","","","10","TRUE","0.011937409868779768","37","7","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","JP","core","22","expanding","Full Test","0.30696256632368357","0.2175035767985466","0.017002338833094127","0.22357694366874023","","","","","10","TRUE","0.013427031862828369","32","7","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","JP","core","22","expanding","Recovery","0.2152562894234119","0.17504805212929136","0.015050667982307699","0.16847891290410483","","","","","10","TRUE","0.013427031862828369","32","7","CNNBased_GH","dl_results_core.csv"
"1DCNN","911","JP","core","22","expanding","Shock","0.5232746108190659","0.3767117943082537","0.024321105","0.3024013148112586","","","","","10","TRUE","0.013427031862828369","32","7","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","US","core","252","expanding","Full Test","0.5211914786034613","0.29082795465461464","0.021613736794570706","0.32243443537291056","","","","","10","TRUE","0.020648996","26","25","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","US","core","252","expanding","Lehman Crisis","0.9295121197046707","0.6129567792018255","0.032744921","0.32866522946819937","","","","","10","TRUE","0.020648996","26","25","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","US","core","252","expanding","Pre-Lehman","0.26534708451431827","0.1759711101703846","0.019152755","0.2380180610361679","","","","","10","TRUE","0.020648996","26","25","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","US","core","252","expanding","Recovery","0.30816974277915415","0.2139408051967621","0.013622683288383744","0.1958763784996993","","","","","10","TRUE","0.020648996","26","25","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","KR","core","60","expanding","Full Test","0.39157175476866685","0.20720652237250992","0.013857593607137913","0.26643871551204207","","","","","10","TRUE","0.013220137650478126","36","24","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","KR","core","60","expanding","Lehman Crisis","0.6874678720414815","0.3783120654397092","0.016137004","0.29522174277584945","","","","","10","TRUE","0.013220137650478126","36","24","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","KR","core","60","expanding","Pre-Lehman","0.20368501555174837","0.14939263159578497","0.013989795300016672","0.17826021972614323","","","","","10","TRUE","0.013220137650478126","36","24","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","KR","core","60","expanding","Recovery","0.2585304822479451","0.15356109589338302","0.010041020478173693","0.19485727394546296","","","","","10","TRUE","0.013220137650478126","36","24","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","JP","core","60","expanding","Full Test","0.29375850474075565","0.18861528734366098","0.014857483270920667","0.21606879148263095","","","","","10","TRUE","0.014377240916581251","28","24","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","JP","core","60","expanding","Lehman Crisis","0.48489943368873456","0.3287561755431326","0.017501343","0.22793701311084885","","","","","10","TRUE","0.014377240916581251","28","24","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","JP","core","60","expanding","Pre-Lehman","0.20036632273765617","0.14352943040834007","0.014854763808811353","0.18612285538712534","","","","","10","TRUE","0.014377240916581251","28","24","CNNBased_GH","dl_results_core.csv"
"1DCNN","gfc","JP","core","60","expanding","Recovery","0.17875701426470425","0.1433259511922861","0.010952980633123692","0.14403915815470872","","","","","10","TRUE","0.014377240916581251","28","24","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","US","core","252","expanding","Crash","1.2277724588885628","0.9445613963263375","0.067354016","0.34182443800981405","","","","","10","TRUE","0.018640977837443333","41","13","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","US","core","252","expanding","Full Test","0.4050733435048257","0.20971402123330102","0.022959387813938886","0.35331764031599766","","","","","10","TRUE","0.018640977837443333","41","13","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","US","core","252","expanding","Pre-crash","0.099952799","0.078297644","0.024163353783994156","0.20749133234169626","","","","","10","TRUE","0.018640977837443333","41","13","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","US","core","252","expanding","Recovery","0.21271233848073362","0.1532961999376615","0.017884252","0.2126682672393159","","","","","10","TRUE","0.018640977837443333","41","13","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","KR","core","22","expanding","Crash","1.0223225568476269","0.596742761","0.036634881","0.5203225280827655","","","","","10","TRUE","0.019399769114483174","14","13","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","KR","core","22","expanding","Full Test","0.385705058","0.1994341757268675","0.027480063563510976","0.37822541309053426","","","","","10","TRUE","0.019399769114483174","14","13","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","KR","core","22","expanding","Pre-crash","0.1652078635238014","0.1079675453049796","0.020396333","0.2118942973149122","","","","","10","TRUE","0.019399769114483174","14","13","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","KR","core","22","expanding","Recovery","0.2699466784295917","0.17265215376392007","0.027770060533567637","0.2811405305275225","","","","","10","TRUE","0.019399769114483174","14","13","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","JP","core","60","expanding","Crash","0.5138297438711595","0.33129898184224177","0.020472878","0.2244756744160911","","","","","10","TRUE","0.017875126","54","12","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","JP","core","60","expanding","Full Test","0.2241576151160176","0.13589531352289586","0.019810508","0.2575396309728338","","","","","10","TRUE","0.017875126","54","12","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","JP","core","60","expanding","Pre-crash","0.11288587860241629","0.094619361","0.021482059407268883","0.21033809001417147","","","","","10","TRUE","0.017875126","54","12","CNNBased_GH","dl_results_core.csv"
"1DCNN","covid","JP","core","60","expanding","Recovery","0.1872519728165327","0.12325787656409766","0.01944628","0.2386379334955779","","","","","10","TRUE","0.017875126","54","12","CNNBased_GH","dl_results_core.csv"
"1DCNN","normal","US","momentum","252","static","Full Test","0.1737815428356053","0.1100033443674107","0.031451629","0.2970221156395422","0.029796267","0.02893022","50","50","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","normal","KR","momentum","22","static","Full Test","0.1152143120414172","0.091000517","0.022327477","0.2167264379985123","0.015456437","0.012101116","35","35","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","normal","JP","momentum","252","static","Full Test","0.1729800389499773","0.1052212867630671","0.019744191","0.2541802142618462","0.014734393","0.031214104","37","37","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","US","momentum","22","static","Full Test","0.2871646416870637","0.2008627858426835","0.033109238","0.2727111391438598","0.018572581","0.030555803","13","13","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","US","momentum","22","static","Recovery","0.2274110213790995","0.1703672167929736","0.031704272","0.2434403268641433","0.018572581","0.030555803","13","13","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","US","momentum","22","static","Shock","0.4666408363118118","0.3350432896614074","0.039291088","0.2961080842055811","0.018572581","0.030555803","13","13","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","KR","momentum","22","static","Full Test","0.378787674","0.2343617563738542","0.021211477","0.2684067014882902","0.010940921","0.025411298","50","50","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","KR","momentum","22","static","Recovery","0.2562841670675849","0.1994456052780151","0.015577482","0.180283662","0.010940921","0.025411298","50","50","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","KR","momentum","22","static","Shock","0.6764285903128525","0.3753195515385381","0.043956125","0.493887244","0.010940921","0.025411298","50","50","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","JP","momentum","22","static","Full Test","0.3351544875902706","0.2578565765144233","0.031914919","0.2441105991838784","0.016103239","0.04145496","9","9","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","JP","momentum","22","static","Recovery","0.3048323049024492","0.2338104310489836","0.032287915","0.2385891510328684","0.016103239","0.04145496","9","9","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","JP","momentum","22","static","Shock","0.4302328058167878","0.3480296220098223","0.030516182","0.2486322926126443","0.016103239","0.04145496","9","9","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","US","momentum","60","static","Full Test","0.514308092","0.3646827853491094","0.047040747","0.3181760368696485","0.024811449","0.019517658","13","13","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","US","momentum","60","static","Lehman Crisis","0.7937788233244897","0.644544684","0.056463574","0.2806714335234608","0.024811449","0.019517658","13","13","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","US","momentum","60","static","Pre-Lehman","0.3516083086595218","0.2398764718547726","0.04030128","0.3153949402705041","0.024811449","0.019517658","13","13","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","US","momentum","60","static","Recovery","0.4631775077075628","0.3863922707736492","0.056747374","0.29440117","0.024811449","0.019517658","13","13","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","KR","momentum","22","static","Full Test","0.4388914959393667","0.197758539","0.012181423","0.2986366738743147","0.018476651","0.01896934","38","38","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","KR","momentum","22","static","Lehman Crisis","0.8165421828159392","0.3766760381601624","0.01506095","0.350650577","0.018476651","0.01896934","38","38","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","KR","momentum","22","static","Pre-Lehman","0.1755219805175475","0.1360763498869809","0.012113729","0.1536126097890429","0.018476651","0.01896934","38","38","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","KR","momentum","22","static","Recovery","0.2226076381638559","0.1458877503871917","0.008166815","0.1677818304243376","0.018476651","0.01896934","38","38","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","JP","momentum","60","static","Full Test","0.3232049797492645","0.2057968246249052","0.016971845","0.2377276172385931","0.014555466","0.016162431","14","14","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","JP","momentum","60","static","Lehman Crisis","0.5468838147514551","0.3718002119608092","0.023228719","0.2570740541081591","0.014555466","0.016162431","14","14","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","JP","momentum","60","static","Pre-Lehman","0.195601645","0.1427591975630405","0.014322827","0.1816968845259553","0.014555466","0.016162431","14","14","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","JP","momentum","60","static","Recovery","0.2333996202928825","0.1867972991683266","0.017238007","0.1880691784817616","0.014555466","0.016162431","14","14","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","US","momentum","22","static","Crash","1.2336149538469905","0.9441829125086466","0.078877813","0.3434510484955612","0.019069956","0.011582013","28","28","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","US","momentum","22","static","Full Test","0.4177167687991936","0.22046697","0.028108442","0.3643456313258885","0.019069956","0.011582013","28","28","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","US","momentum","22","static","Pre-crash","0.1089278713419858","0.087005392","0.026474193","0.2261226228485125","0.019069956","0.011582013","28","28","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","US","momentum","22","static","Recovery","0.238262399","0.1656394720387955","0.022853452","0.2382130337348051","0.019069956","0.011582013","28","28","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","KR","momentum","22","static","Crash","0.9250872898442322","0.5973071853319804","0.034845686","0.4708335486925261","0.017237329","0.013041824","2","2","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","KR","momentum","22","static","Full Test","0.3643396025826895","0.2006021664748268","0.026977176","0.3572742796905925","0.017237329","0.013041824","2","2","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","KR","momentum","22","static","Pre-crash","0.1562349687629706","0.1128503918647766","0.019207179","0.200385734","0.017237329","0.013041824","2","2","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","KR","momentum","22","static","Recovery","0.2709407381467078","0.1732089722839494","0.027532964","0.2821758108201784","0.017237329","0.013041824","2","2","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","JP","momentum","22","static","Crash","0.4493600834360867","0.3103151478265461","0.017422806","0.1963109551133328","0.020965205","0.011624993","72","72","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","JP","momentum","22","static","Full Test","0.2137281017743972","0.1348069552488687","0.019277968","0.2455569329242443","0.020965205","0.011624993","72","72","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","JP","momentum","22","static","Pre-crash","0.1134261662985998","0.093471786","0.021043471","0.2113447977041002","0.020965205","0.011624993","72","72","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","covid","JP","momentum","22","static","Recovery","0.1885234420464998","0.124212358","0.01915424","0.2402583211741625","0.020965205","0.011624993","72","72","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","normal","US","momentum","252","expanding","Full Test","0.1772568806868197","0.10308714332021822","0.026969344644341562","0.302962057","","","","","14","TRUE","0.022959463822216728","47","76","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","normal","KR","momentum","22","expanding","Full Test","0.11297815573809343","0.082879187","0.019189532951947374","0.21252006656912725","","","","","14","TRUE","0.023663262","12","74","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","normal","JP","momentum","252","expanding","Full Test","0.17348002105689192","0.10511532591222084","0.019008544157509032","0.2549148976382293","","","","","14","TRUE","0.017744693860546428","52","73","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","US","momentum","22","expanding","Full Test","0.29782403670200785","0.20978330616597776","0.035055726917359434","0.2828340280205399","","","","","14","TRUE","0.024386649646141886","28","7","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","US","momentum","22","expanding","Recovery","0.23372153834577603","0.17526192150332712","0.034189077425513165","0.2501956472691667","","","","","14","TRUE","0.024386649646141886","28","7","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","US","momentum","22","expanding","Shock","0.48848962525404327","0.3616773986816406","0.038868985","0.30997228667665083","","","","","14","TRUE","0.024386649646141886","28","7","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","KR","momentum","22","expanding","Full Test","0.41480088943623344","0.25374963572796655","0.025479754502690206","0.29392545294965555","","","","","14","TRUE","0.020217431","19","7","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","KR","momentum","22","expanding","Recovery","0.3195155090337219","0.2395924411782431","0.021531892437154206","0.22476388859258356","","","","","14","TRUE","0.020217431","19","7","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","KR","momentum","22","expanding","Shock","0.6741881893380485","0.31090275446573895","0.04141742","0.4922514382500272","","","","","14","TRUE","0.020217431","19","7","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","JP","momentum","22","expanding","Full Test","0.2963585696075824","0.22429974769291125","0.0203054","0.2158534964587006","","","","","14","TRUE","0.015604772505943944","40","7","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","JP","momentum","22","expanding","Recovery","0.23853541863901323","0.18472463006065004","0.018310648","0.1866992510605616","","","","","14","TRUE","0.015604772505943944","40","7","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","911","JP","momentum","22","expanding","Shock","0.4514566547958545","0.3727064388138907","0.027785720280723663","0.26089759213974967","","","","","14","TRUE","0.015604772505943944","40","7","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","US","momentum","60","expanding","Full Test","0.6686408553623482","0.34957757394753136","0.024822607269167327","0.4136538019456923","","","","","14","TRUE","0.020878827","35","25","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","US","momentum","60","expanding","Lehman Crisis","1.234379831874334","0.7857622355222702","0.038942828751261684","0.43646308863922684","","","","","14","TRUE","0.020878827","35","25","CNNBased_GH","dl_results_momentum.csv"
"1DCNN","gfc","US","momentum","60","expanding","Pre-Lehman","0.2651652886099573","0.18351071641217692","0.020152618","0.23785498892727508","","","","","14","TRUE","0.020878827","35","25","CNNBased_GH","dl_results_momentum.csv"
