"model","regime","country","feature_set","L","protocol","phase","RMSE","MAE","QLIKE","RMSE_CV","tuning_val_qlike","tuning_val_mse","tuning_best_epoch","final_epochs","n_features","is_best_L","best_val_loss","epochs_used","n_refits","source_branch","source_file"
"TST","gfc","KR","core","22","static","Full Test","0.3683148802202448","0.1989957305266035","0.0133448338134701","0.2506139485158448","0.0144880643153773","0.0168621603760027","36.0","36.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","gfc","KR","core","22","static","Lehman Crisis","0.6657599357140511","0.3896531139389943","0.0218203297955999","0.285899627437397","0.0144880643153773","0.0168621603760027","36.0","36.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","gfc","KR","core","22","static","Pre-Lehman","0.1751841380230427","0.1319320677627216","0.0111561795751784","0.1533169381750063","0.0144880643153773","0.0168621603760027","36.0","36.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","gfc","KR","core","22","static","Recovery","0.2068733747285893","0.1483074307441711","0.0083669761839564","0.1559227426530341","0.0144880643153773","0.0168621603760027","36.0","36.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","gfc","JP","core","252","static","Full Test","0.4370569627008496","0.2245724878759465","0.0226029108006413","0.3214693982159972","0.0116634955552415","0.0145164708746408","46.0","46.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","gfc","JP","core","252","static","Lehman Crisis","0.8179278279115009","0.4644414019166377","0.0514014204102238","0.3844839013651405","0.0116634955552415","0.0145164708746408","46.0","46.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","gfc","JP","core","252","static","Pre-Lehman","0.1970795326425326","0.1485896880876286","0.0141232835799542","0.1830697137752812","0.0116634955552415","0.0145164708746408","46.0","46.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","gfc","JP","core","252","static","Recovery","0.1754897447589301","0.1427826091840669","0.0104707893024322","0.1414064516787582","0.0116634955552415","0.0145164708746408","46.0","46.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","US","core","252","static","Crash","1.1715576385836448","0.8454584961845761","0.0485435120007399","0.3261736557989587","0.0162899501523106","0.0106009405861836","31.0","31.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","US","core","252","static","Full Test","0.4006435820800496","0.2051860479217383","0.0218088221114389","0.3494538638447471","0.0162899501523106","0.0106009405861836","31.0","31.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","US","core","252","static","Pre-crash","0.0879928892014422","0.0708829006978443","0.0175129961607241","0.1826638366573805","0.0162899501523106","0.0106009405861836","31.0","31.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","US","core","252","static","Recovery","0.2362169277502968","0.1596385934390127","0.0196678086770623","0.2361679866624211","0.0162899501523106","0.0106009405861836","31.0","31.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","KR","core","22","static","Crash","0.3776740181822947","0.2940044658524649","0.0171047109234795","0.1922214262177111","0.0124130928738559","0.0100224295250919","32.0","32.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","KR","core","22","static","Full Test","0.2553822353350591","0.1592106940525193","0.0205002516231126","0.2504298284576371","0.0124130928738559","0.0100224295250919","32.0","32.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","KR","core","22","static","Pre-crash","0.1216598766960096","0.0839025667735508","0.0083989352923945","0.1560399943081756","0.0124130928738559","0.0100224295250919","32.0","32.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","KR","core","22","static","Recovery","0.2567946551032756","0.1581956692971289","0.0230776080099221","0.2674431335564564","0.0124130928738559","0.0100224295250919","32.0","32.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","JP","core","60","static","Crash","0.4267888734855995","0.324710444400185","0.0174005365977556","0.1864503200752545","0.0192814992584916","0.010820369130959","20.0","20.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","JP","core","60","static","Full Test","0.232672226173587","0.1484068823712212","0.0207014380006827","0.2673222555270282","0.0192814992584916","0.010820369130959","20.0","20.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","JP","core","60","static","Pre-crash","0.1218843640569019","0.09752173315395","0.0221514452283195","0.2271047951764972","0.0192814992584916","0.010820369130959","20.0","20.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","covid","JP","core","60","static","Recovery","0.2191551149669626","0.139425389068101","0.0207813675068311","0.2792959826487032","0.0192814992584916","0.010820369130959","20.0","20.0","10","True","","","","TST_JH","dl_results_core.csv"
"TST","normal","US","core","22","expanding","Full Test","0.165179156931694","0.0951559494600473","0.0199031168437624","0.2823191798787255","","","","","10","True","0.015237677788","31.0","76.0","TST_JH","dl_results_core.csv"
"TST","normal","KR","core","60","expanding","Full Test","0.0969055480775378","0.0717755939899864","0.0136751847186802","0.1822863313161006","","","","","10","True","0.0123449532323782","49.0","74.0","TST_JH","dl_results_core.csv"
"TST","normal","JP","core","252","expanding","Full Test","0.1668413842804479","0.1071413821961781","0.0181438195027832","0.2451599563832382","","","","","10","True","0.0223197269758754","23.0","73.0","TST_JH","dl_results_core.csv"
"TST","911","US","core","22","expanding","Full Test","0.2607204972175356","0.1801141083240509","0.0250548819457171","0.2475979750732337","","","","","10","True","0.0235984697595462","14.0","7.0","TST_JH","dl_results_core.csv"
"TST","911","US","core","22","expanding","Recovery","0.2124261596980097","0.1554193353111093","0.0251158466338029","0.2273992414165857","","","","","10","True","0.0235984697595462","14.0","7.0","TST_JH","dl_results_core.csv"
"TST","911","US","core","22","expanding","Shock","0.4105076330456519","0.2887711095809936","0.0247866373181397","0.2604886227567368","","","","","10","True","0.0235984697595462","14.0","7.0","TST_JH","dl_results_core.csv"
"TST","911","KR","core","22","expanding","Full Test","0.3983901105339391","0.2195293636006467","0.024456640011307","0.282296872237909","","","","","10","True","0.013392734426656","29.0","7.0","TST_JH","dl_results_core.csv"
"TST","911","KR","core","22","expanding","Recovery","0.2697632803032407","0.2012146164517884","0.018056092103262","0.1897655737081865","","","","","10","True","0.013392734426656","29.0","7.0","TST_JH","dl_results_core.csv"
"TST","911","KR","core","22","expanding","Shock","0.7111030481320589","0.2934666761645564","0.0502958889734146","0.5192044353827564","","","","","10","True","0.013392734426656","29.0","7.0","TST_JH","dl_results_core.csv"
"TST","911","JP","core","60","expanding","Full Test","0.235960582713068","0.1886289854695026","0.0138135335626577","0.1718624734641216","","","","","10","True","0.0118079266603844","32.0","7.0","TST_JH","dl_results_core.csv"
"TST","911","JP","core","60","expanding","Recovery","0.2101913740955424","0.1729401054836455","0.0130660209350459","0.1645146550853134","","","","","10","True","0.0118079266603844","32.0","7.0","TST_JH","dl_results_core.csv"
"TST","911","JP","core","60","expanding","Shock","0.3143104870700855","0.2474622854164668","0.0166167059162019","0.181640581415149","","","","","10","True","0.0118079266603844","32.0","7.0","TST_JH","dl_results_core.csv"
"TST","gfc","US","core","252","expanding","Full Test","0.582177783819144","0.3089225231120305","0.0290243071401424","0.3601635343604626","","","","","10","True","0.0280609591177937","80.0","25.0","TST_JH","dl_results_core.csv"
"TST","gfc","US","core","252","expanding","Lehman Crisis","1.0782548312328533","0.6932206869125366","0.0595403083543448","0.3812590110658667","","","","","10","True","0.0280609591177937","80.0","25.0","TST_JH","dl_results_core.csv"
"TST","gfc","US","core","252","expanding","Pre-Lehman","0.2589834284409681","0.1798004921881133","0.0210355126677652","0.2323098201393356","","","","","10","True","0.0280609591177937","80.0","25.0","TST_JH","dl_results_core.csv"
"TST","gfc","US","core","252","expanding","Recovery","0.2551016451074164","0.1892444618046283","0.011510665764873","0.1621456601882082","","","","","10","True","0.0280609591177937","80.0","25.0","TST_JH","dl_results_core.csv"
"TST","gfc","KR","core","22","expanding","Full Test","0.3636262943922682","0.1968611048467567","0.0129815814400469","0.2474236755445165","","","","","10","True","0.0139682591800781","42.0","24.0","TST_JH","dl_results_core.csv"
"TST","gfc","KR","core","22","expanding","Lehman Crisis","0.6497682667710117","0.3739083904331013","0.0198393525980592","0.2790322688781687","","","","","10","True","0.0139682591800781","42.0","24.0","TST_JH","dl_results_core.csv"
"TST","gfc","KR","core","22","expanding","Pre-Lehman","0.1778309253229569","0.1360290560939095","0.0115480190054201","0.1556333426703148","","","","","10","True","0.0139682591800781","42.0","24.0","TST_JH","dl_results_core.csv"
"TST","gfc","KR","core","22","expanding","Recovery","0.2243316981558907","0.1448265261948108","0.0077942398510083","0.1690812734426048","","","","","10","True","0.0139682591800781","42.0","24.0","TST_JH","dl_results_core.csv"
"TST","gfc","JP","core","252","expanding","Full Test","0.4284696581213597","0.2285982984253484","0.0220673752895781","0.3151531605832482","","","","","10","True","0.0215622931203454","95.0","24.0","TST_JH","dl_results_core.csv"
"TST","gfc","JP","core","252","expanding","Lehman Crisis","0.7980499619011546","0.4765427447201913","0.0487027440112191","0.375139899102757","","","","","10","True","0.0215622931203454","95.0","24.0","TST_JH","dl_results_core.csv"
"TST","gfc","JP","core","252","expanding","Pre-Lehman","0.1949812986893837","0.1482838413775612","0.0140301099502196","0.1811206372573595","","","","","10","True","0.0215622931203454","95.0","24.0","TST_JH","dl_results_core.csv"
"TST","gfc","JP","core","252","expanding","Recovery","0.1901029346780101","0.1504351519919061","0.0115464722341913","0.1531814949270318","","","","","10","True","0.0215622931203454","95.0","24.0","TST_JH","dl_results_core.csv"
"TST","covid","US","core","252","expanding","Crash","1.1855556386868435","0.8138506242207119","0.0512613604274714","0.3300708425161691","","","","","10","True","0.0183190079480678","34.0","13.0","TST_JH","dl_results_core.csv"
"TST","covid","US","core","252","expanding","Full Test","0.4021861281126475","0.2004307122119973","0.0200410542941898","0.3507993207429984","","","","","10","True","0.0183190079480678","34.0","13.0","TST_JH","dl_results_core.csv"
"TST","covid","US","core","252","expanding","Pre-crash","0.0885179669954463","0.0638889657599585","0.0170660489011061","0.1837538420574397","","","","","10","True","0.0183190079480678","34.0","13.0","TST_JH","dl_results_core.csv"
"TST","covid","US","core","252","expanding","Recovery","0.2318886155095919","0.1582283318663636","0.0171686520023097","0.2318405711919508","","","","","10","True","0.0183190079480678","34.0","13.0","TST_JH","dl_results_core.csv"
"TST","covid","KR","core","22","expanding","Crash","0.4121733212151194","0.3227797775041489","0.0203255041240744","0.2097802333191456","","","","","10","True","0.0141475591348321","30.0","13.0","TST_JH","dl_results_core.csv"
"TST","covid","KR","core","22","expanding","Full Test","0.2571583909135874","0.1673023245267329","0.0228642208340813","0.2521715405867574","","","","","10","True","0.0141475591348321","30.0","13.0","TST_JH","dl_results_core.csv"
"TST","covid","KR","core","22","expanding","Pre-crash","0.1408354520966273","0.1053160905838012","0.0148730807357391","0.1806344354470965","","","","","10","True","0.0141475591348321","30.0","13.0","TST_JH","dl_results_core.csv"
"TST","covid","KR","core","22","expanding","Recovery","0.2514387038797526","0.161596552003175","0.0245986112213319","0.2618650876356079","","","","","10","True","0.0141475591348321","30.0","13.0","TST_JH","dl_results_core.csv"
"TST","covid","JP","core","60","expanding","Crash","0.5803836556578519","0.3385207370707863","0.0170816783493193","0.2535509360402855","","","","","10","True","0.0175324267921288","40.0","12.0","TST_JH","dl_results_core.csv"
"TST","covid","JP","core","60","expanding","Full Test","0.2450015128184527","0.1428793464012506","0.0199255586837861","0.2814876450500814","","","","","10","True","0.0175324267921288","40.0","12.0","TST_JH","dl_results_core.csv"
"TST","covid","JP","core","60","expanding","Pre-crash","0.1239593982678122","0.1008598420656088","0.0224521102664233","0.230971166577779","","","","","10","True","0.0175324267921288","40.0","12.0","TST_JH","dl_results_core.csv"
"TST","covid","JP","core","60","expanding","Recovery","0.1991783132636619","0.1303495465106861","0.0197678034371616","0.2538371177586789","","","","","10","True","0.0175324267921288","40.0","12.0","TST_JH","dl_results_core.csv"
"TST","normal","US","momentum","60","static","Full Test","0.1631638816343891","0.0957530317666845","0.0202069212448608","0.2788747327721197","0.0299243147939983","0.0307764631618741","6.0","6.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","normal","KR","momentum","60","static","Full Test","0.1019266221451217","0.0734240258649244","0.0151345439778097","0.1917313340966836","0.0122927040632333","0.0100345014915114","47.0","47.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","normal","JP","momentum","22","static","Full Test","0.165489922226486","0.1029571807547791","0.0168978727100219","0.2431740919070362","0.0140760478029323","0.0289132853042379","40.0","40.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","911","US","momentum","22","static","Full Test","0.2490417664087967","0.1696509637214519","0.0254957916963148","0.2365070553698378","0.0128647404276055","0.0221943724900484","31.0","31.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","911","US","momentum","22","static","Recovery","0.1956247661551196","0.1412936646829952","0.0251543512136506","0.2094135839447083","0.0128647404276055","0.0221943724900484","31.0","31.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","911","US","momentum","22","static","Shock","0.4080856668154309","0.2944230794906616","0.0269981298200373","0.2589517581605955","0.0128647404276055","0.0221943724900484","31.0","31.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","911","KR","momentum","22","static","Full Test","0.3902184447188862","0.2224452854955897","0.0232594432985362","0.2765064782507913","0.0125725538635652","0.0301730502396821","14.0","14.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","911","KR","momentum","22","static","Recovery","0.259517241111484","0.1920811430029912","0.0160720464745964","0.182557974870885","0.0125725538635652","0.0301730502396821","14.0","14.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","911","KR","momentum","22","static","Shock","0.7036338609154132","0.3450264533360799","0.0522752304766638","0.5137508866435497","0.0125725538635652","0.0301730502396821","14.0","14.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","911","JP","momentum","60","static","Full Test","0.2253218322453769","0.1804048598260808","0.0132723135981576","0.1641137132732369","0.011685211785513","0.0335881374776363","22.0","22.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","911","JP","momentum","60","static","Recovery","0.2072864222727695","0.17005360410327","0.0131996707318927","0.1622409787785697","0.011685211785513","0.0335881374776363","22.0","22.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","911","JP","momentum","60","static","Shock","0.2828929659615929","0.2192220687866211","0.0135447243466512","0.1634843408965282","0.011685211785513","0.0335881374776363","22.0","22.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","US","momentum","22","static","Full Test","0.6328789935797937","0.3483812372753586","0.0375255502276184","0.3915297723229535","0.0204400183721494","0.0163988064366032","8.0","8.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","US","momentum","22","static","Lehman Crisis","1.158102448835174","0.7984092056751251","0.0797702517128922","0.4094922476266701","0.0204400183721494","0.0163988064366032","8.0","8.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","US","momentum","22","static","Pre-Lehman","0.2930200057419551","0.1883020138782663","0.0241278611402393","0.2628408514047325","0.0204400183721494","0.0163988064366032","8.0","8.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","US","momentum","22","static","Recovery","0.3204696288900866","0.2396195374429225","0.0215528231463115","0.2036943333892381","0.0204400183721494","0.0163988064366032","8.0","8.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","KR","momentum","22","static","Full Test","0.3675394732079992","0.1929138028722485","0.0127182650577427","0.2500863352602262","0.013736057989301","0.0156762392049835","34.0","34.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","KR","momentum","22","static","Lehman Crisis","0.6538362507916405","0.3726675207332029","0.0203554706268055","0.2807791975434865","0.013736057989301","0.0156762392049835","34.0","34.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","KR","momentum","22","static","Pre-Lehman","0.1763515100428992","0.1329101440039548","0.0109368020147632","0.154338594049878","0.013736057989301","0.0156762392049835","34.0","34.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","KR","momentum","22","static","Recovery","0.2474280814183107","0.1340396463871002","0.007577166053617","0.1864892720715578","0.013736057989301","0.0156762392049835","34.0","34.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","JP","momentum","22","static","Full Test","0.3829387812999247","0.2080224584310482","0.0176349718329735","0.2816637419921714","0.0113113234421125","0.0142359703530365","90.0","90.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","JP","momentum","22","static","Lehman Crisis","0.7032339470607537","0.4171847962496573","0.0337631418251281","0.330569669244192","0.0113113234421125","0.0142359703530365","90.0","90.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","JP","momentum","22","static","Pre-Lehman","0.1912478444786585","0.142264763370748","0.0132485455026783","0.1776525836011217","0.0113113234421125","0.0142359703530365","90.0","90.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","gfc","JP","momentum","22","static","Recovery","0.1659172827719494","0.1349104457087331","0.0095366434483778","0.1336931355230582","0.0113113234421125","0.0142359703530365","90.0","90.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","US","momentum","22","static","Crash","1.180650562727747","0.8239021414802188","0.0480888405918783","0.3287052190889817","0.0158075399825144","0.0108686157363844","36.0","36.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","US","momentum","22","static","Full Test","0.3964316243312167","0.2029215790211193","0.0236641646171855","0.3457800625522397","0.0158075399825144","0.0108686157363844","36.0","36.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","US","momentum","22","static","Pre-crash","0.0827067368423465","0.0629590226071221","0.0174220511722117","0.1716903491423001","0.0158075399825144","0.0108686157363844","36.0","36.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","US","momentum","22","static","Recovery","0.2220070287821575","0.1605158376817902","0.0221306009458601","0.221961031801297","0.0158075399825144","0.0108686157363844","36.0","36.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","KR","momentum","22","static","Crash","0.3646709626591827","0.2814662399746123","0.0190338338602243","0.1856033753126731","0.0123732588074599","0.0100971207364785","31.0","31.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","KR","momentum","22","static","Full Test","0.2543602291788266","0.1610515236614212","0.0215391292902868","0.2494276411831301","0.0123732588074599","0.0100971207364785","31.0","31.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","KR","momentum","22","static","Pre-crash","0.1270668588364627","0.0849511436053684","0.0088592468412261","0.1629749467784042","0.0123732588074599","0.0100971207364785","31.0","31.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","KR","momentum","22","static","Recovery","0.2570626406307705","0.1617536291790505","0.0241245828827266","0.2677222316131983","0.0123732588074599","0.0100971207364785","31.0","31.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","JP","momentum","60","static","Crash","0.4342606085906224","0.3205746725985878","0.015944596915667","0.1897144806201897","0.0188053729256395","0.0105025379111889","20.0","20.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","JP","momentum","60","static","Full Test","0.2283064141343185","0.1509535489838664","0.0225258928232994","0.2623062777253907","0.0188053729256395","0.0105025379111889","20.0","20.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","JP","momentum","60","static","Pre-crash","0.1262790642015791","0.100429688890775","0.0241878405988237","0.2352933555709469","0.0188053729256395","0.0105025379111889","20.0","20.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","covid","JP","momentum","60","static","Recovery","0.2111944314363328","0.1425905706741476","0.022903314036486","0.2691507166822767","0.0188053729256395","0.0105025379111889","20.0","20.0","14","True","","","","TST_JH","dl_results_momentum.csv"
"TST","normal","US","momentum","60","expanding","Full Test","0.1628539409738253","0.0933016456971155","0.0190717019950037","0.2783449916429915","","","","","14","True","0.0155800272225315","34.0","76.0","TST_JH","dl_results_momentum.csv"
"TST","normal","KR","momentum","60","expanding","Full Test","0.0976975909824875","0.0709108152126861","0.0135909096334077","0.1837762211960142","","","","","14","True","0.0134538440774048","35.0","74.0","TST_JH","dl_results_momentum.csv"
"TST","normal","JP","momentum","22","expanding","Full Test","0.1639253926814685","0.1005608312275311","0.0164785789912019","0.2408751419392509","","","","","14","True","0.0147377563848751","49.0","73.0","TST_JH","dl_results_momentum.csv"
"TST","911","US","momentum","22","expanding","Full Test","0.2518056803882346","0.1724978864192962","0.0240073007856551","0.2391318566872978","","","","","14","True","0.0223549191139421","46.0","7.0","TST_JH","dl_results_momentum.csv"
"TST","911","US","momentum","22","expanding","Recovery","0.193524133482978","0.1445581969889727","0.0232079780787055","0.2071648859650481","","","","","14","True","0.0223549191139421","46.0","7.0","TST_JH","dl_results_momentum.csv"
"TST","911","US","momentum","22","expanding","Shock","0.4214332053739198","0.2954325199127197","0.0275243206962332","0.2674214714044088","","","","","14","True","0.0223549191139421","46.0","7.0","TST_JH","dl_results_momentum.csv"
"TST","911","KR","momentum","22","expanding","Full Test","0.3927348845104094","0.2193930701297872","0.0231778309316114","0.2782896125795273","","","","","14","True","0.0129671637804982","29.0","7.0","TST_JH","dl_results_momentum.csv"
"TST","911","KR","momentum","22","expanding","Recovery","0.2784369293400922","0.2030241030071853","0.0181161275911639","0.1958670712276835","","","","","14","True","0.0129671637804982","29.0","7.0","TST_JH","dl_results_momentum.csv"
"TST","911","KR","momentum","22","expanding","Shock","0.681128619466849","0.2854751966617725","0.0436121147874922","0.4973189205450379","","","","","14","True","0.0129671637804982","29.0","7.0","TST_JH","dl_results_momentum.csv"
"TST","911","JP","momentum","60","expanding","Full Test","0.2299529918342256","0.1853040640515492","0.0138671677852655","0.1674868298031044","","","","","14","True","0.0117042965061821","29.0","7.0","TST_JH","dl_results_momentum.csv"
"TST","911","JP","momentum","60","expanding","Recovery","0.2075390459732979","0.1707724849383036","0.0132981419227204","0.1624387047848705","","","","","14","True","0.0117042965061821","29.0","7.0","TST_JH","dl_results_momentum.csv"
"TST","911","JP","momentum","60","expanding","Shock","0.2994170822465369","0.2397974857262202","0.0160010147698098","0.1730336566618004","","","","","14","True","0.0117042965061821","29.0","7.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","US","momentum","22","expanding","Full Test","0.5069331828364988","0.286666290730423","0.0240431719316301","0.3136135591043284","","","","","14","True","0.0238686307772577","35.0","25.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","US","momentum","22","expanding","Lehman Crisis","0.9055738558767634","0.5910204271475474","0.0409385371852424","0.3202009235088868","","","","","14","True","0.0238686307772577","35.0","25.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","US","momentum","22","expanding","Pre-Lehman","0.2571269847430267","0.1768828809471939","0.0193540848162793","0.2306445780651082","","","","","14","True","0.0238686307772577","35.0","25.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","US","momentum","22","expanding","Recovery","0.2958868157112047","0.2184938982129097","0.0152877697217652","0.1880692029809461","","","","","14","True","0.0238686307772577","35.0","25.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","KR","momentum","22","expanding","Full Test","0.3793364802421201","0.2024137246054272","0.0137369804343264","0.2581134193457845","","","","","14","True","0.0139112966545824","44.0","24.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","KR","momentum","22","expanding","Lehman Crisis","0.6845582989660747","0.3941794148946212","0.0224280883546087","0.2939722745912425","","","","","14","True","0.0139112966545824","44.0","24.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","KR","momentum","22","expanding","Pre-Lehman","0.1792036272276075","0.1391076518188823","0.0119102499688828","0.1568346983148559","","","","","14","True","0.0139112966545824","44.0","24.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","KR","momentum","22","expanding","Recovery","0.2217652199931735","0.1371739566326141","0.0071969822268723","0.167146890564117","","","","","14","True","0.0139112966545824","44.0","24.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","JP","momentum","22","expanding","Full Test","0.3914007007616512","0.2144980526123291","0.0192677219587352","0.2878877548537977","","","","","14","True","0.0200874412178215","28.0","24.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","JP","momentum","22","expanding","Lehman Crisis","0.7204768365166597","0.4306097532573499","0.0375708584721405","0.3386750462500614","","","","","14","True","0.0200874412178215","28.0","24.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","JP","momentum","22","expanding","Pre-Lehman","0.1892359198261136","0.1410891878475781","0.0135543288364877","0.1757836809031084","","","","","14","True","0.0200874412178215","28.0","24.0","TST_JH","dl_results_momentum.csv"
"TST","gfc","JP","momentum","22","expanding","Recovery","0.1837450224721121","0.1586217106162727","0.0127229470539869","0.1480584046498415","","","","","14","True","0.0200874412178215","28.0","24.0","TST_JH","dl_results_momentum.csv"
"TST","covid","US","momentum","22","expanding","Crash","1.1376838128299551","0.7896486974897838","0.0455617423000733","0.3167428354806897","","","","","14","True","0.0189307776242372","41.0","13.0","TST_JH","dl_results_momentum.csv"
"TST","covid","US","momentum","22","expanding","Full Test","0.3955852218441132","0.2068727638332113","0.0207815864964217","0.3450418038287366","","","","","14","True","0.0189307776242372","41.0","13.0","TST_JH","dl_results_momentum.csv"
"TST","covid","US","momentum","22","expanding","Pre-crash","0.0737701274767037","0.0613337410347802","0.0161033034441815","0.1531389029032802","","","","","14","True","0.0189307776242372","41.0","13.0","TST_JH","dl_results_momentum.csv"
"TST","covid","US","momentum","22","expanding","Recovery","0.2440719761564351","0.1696621971204877","0.0189240689701286","0.2440214076042706","","","","","14","True","0.0189307776242372","41.0","13.0","TST_JH","dl_results_momentum.csv"
"TST","covid","KR","momentum","22","expanding","Crash","0.4508232718908131","0.3436971420333499","0.0197324409110414","0.229451559077488","","","","","14","True","0.0140195127717884","28.0","13.0","TST_JH","dl_results_momentum.csv"
"TST","covid","KR","momentum","22","expanding","Full Test","0.2728346107258929","0.1705970731714079","0.0223313962430791","0.2675437650224518","","","","","14","True","0.0140195127717884","28.0","13.0","TST_JH","dl_results_momentum.csv"
"TST","covid","KR","momentum","22","expanding","Pre-crash","0.127452260754274","0.0858494111469813","0.0101303712751957","0.1634692602258189","","","","","14","True","0.0140195127717884","28.0","13.0","TST_JH","dl_results_momentum.csv"
"TST","covid","KR","momentum","22","expanding","Recovery","0.2663818816941533","0.1671130456961691","0.0248398021589578","0.2774279127199827","","","","","14","True","0.0140195127717884","28.0","13.0","TST_JH","dl_results_momentum.csv"
"TST","covid","JP","momentum","60","expanding","Crash","0.4983925552688565","0.3366747749479193","0.017872562380806","0.2177316636539207","","","","","14","True","0.0178303137394736","37.0","12.0","TST_JH","dl_results_momentum.csv"
"TST","covid","JP","momentum","60","expanding","Full Test","0.2329982133133025","0.1446298778432758","0.0204603895720057","0.2676967893461036","","","","","14","True","0.0178303137394736","37.0","12.0","TST_JH","dl_results_momentum.csv"
"TST","covid","JP","momentum","60","expanding","Pre-crash","0.1240459848294256","0.1038084450093182","0.0234113160954698","0.2311325016554354","","","","","14","True","0.0178303137394736","37.0","12.0","TST_JH","dl_results_momentum.csv"
"TST","covid","JP","momentum","60","expanding","Recovery","0.2033759666588782","0.1322549006310842","0.0202011860309223","0.259186697347603","","","","","14","True","0.0178303137394736","37.0","12.0","TST_JH","dl_results_momentum.csv"
"TST","normal","US","extended","22","static","Full Test","0.2487142159104146","0.1967122467220166","2959193.077304481","0.4250947562896512","0.0301957989737243","0.0304757590357788","23.0","23.0","28","True","","","","TST_JH","dl_results_extended.csv"
"TST","normal","KR","extended","22","static","Full Test","0.1566090108290035","0.1211116143808526","0.0713989214478784","0.294592854603334","0.0138072738875698","0.011413204002759","29.0","29.0","28","True","","","","TST_JH","dl_results_extended.csv"
