source_branch,regime,country,feature_set,L,val_qlike,val_mse,val_rmse,val_rmse_cv,best_epoch,epochs_used,is_best_L
LSTM_HS,normal,US,extended,252,0.032317430822891416,0.03087508114489171,0.17571306506269116,0.2731510555840045,30,40,False
LSTM_HS,normal,KR,core,22,0.012718206174027401,0.010410222789791763,0.10203049880063214,0.17046258726572974,68,78,True
LSTM_HS,normal,KR,core,60,0.013549391004032588,0.011010250214059821,0.10492973964858723,0.17530635556891724,11,21,False
LSTM_HS,normal,KR,core,252,0.013064335171085361,0.010705018729032552,0.10346505941621147,0.17285931096105342,53,63,False
LSTM_HS,normal,KR,momentum,22,0.012726009598038098,0.010501956048070407,0.10247905141496404,0.1712119851424688,28,38,True
LSTM_HS,normal,KR,momentum,60,0.012811996328471097,0.01035233644280033,0.10174643244047174,0.16998799694933112,22,32,False
LSTM_HS,normal,KR,momentum,252,0.013214174539908754,0.010867309084803354,0.10424638688261126,0.17416467654281476,25,35,False
LSTM_HS,normal,KR,extended,22,0.015399766526815175,0.012594774640241608,0.11222644433976406,0.1874969767536907,9,19,True
LSTM_HS,normal,KR,extended,60,0.01579800034162207,0.012824906341609408,0.11324710349442729,0.18920219433339022,8,18,False
LSTM_HS,normal,KR,extended,252,0.016340407422590988,0.013313025587284174,0.11538208634053251,0.19276911504820685,8,18,False
LSTM_HS,normal,JP,core,22,0.013613545546421264,0.02972242276859187,0.17240192275871233,0.20431665350796516,27,37,True
LSTM_HS,normal,JP,core,60,0.013628477466254323,0.0278796503388206,0.1669720038115691,0.19788155782952246,49,59,False
LSTM_HS,normal,JP,core,252,0.013677599647484566,0.02927220973227671,0.17109122995138323,0.20276332762919733,56,66,False
LSTM_HS,normal,JP,momentum,22,0.014350886390151196,0.031541553359885934,0.17759941845754365,0.21047630016859725,33,43,False
LSTM_HS,normal,JP,momentum,60,0.014063980948126551,0.030711840219825867,0.17524794081766087,0.20768952125980242,35,45,False
LSTM_HS,normal,JP,momentum,252,0.013708557743541771,0.031271088642147386,0.17683633343833832,0.20957195423688568,41,51,True
LSTM_HS,normal,JP,extended,22,0.014643658381094929,0.031411172347030177,0.177231973302701,0.21004083423420486,28,38,False
LSTM_HS,normal,JP,extended,60,0.014857354664934054,0.029130248005995868,0.1706758576328373,0.20227106234162318,24,34,False
LSTM_HS,normal,JP,extended,252,0.014490838731264163,0.031120001560883966,0.17640862157001097,0.2090650651244911,33,43,True
LSTM_HS,911,US,core,22,0.016251488826862632,0.027071092277765274,0.16453294364064153,0.18389063265489577,10,20,False
LSTM_HS,911,US,core,60,0.016026083567905955,0.027080923318862915,0.1645628195846638,0.1839240235742208,13,23,False
LSTM_HS,911,US,core,252,0.01601931411506581,0.026942456141114235,0.16414156640555072,0.1834532089646908,31,41,True
LSTM_HS,911,US,momentum,22,0.016701873109773484,0.02805892750620842,0.16750799001769287,0.1872157002574576,11,21,True
LSTM_HS,911,US,momentum,60,0.01792281948149689,0.030105888843536377,0.17351048280365794,0.19392440048182355,11,21,False
LSTM_HS,911,US,momentum,252,0.02872658499396589,0.05061198025941849,0.22497105793948485,0.25143943369718086,21,31,False
LSTM_HS,911,US,extended,22,0.022739616079873688,0.039553601294755936,0.19888087277152217,0.22227967668767373,20,30,False
LSTM_HS,911,US,extended,60,0.021316159003361597,0.03435320779681206,0.18534617811921764,0.20715259327610383,11,21,True
LSTM_HS,911,US,extended,252,0.027727260074359508,0.04471587762236595,0.2114612860920393,0.23634020531726382,10,20,False
LSTM_HS,911,KR,core,22,0.014614732902019194,0.03516098111867905,0.1875126207822242,0.1718006741698713,18,28,False
LSTM_HS,911,KR,core,60,0.00930072350895816,0.02219337224960327,0.14897440743472912,0.13649163200096343,93,100,True
LSTM_HS,911,KR,core,252,0.023068173831585354,0.05677076801657677,0.23826617290140625,0.21830151466912462,11,21,False
LSTM_HS,911,KR,momentum,22,0.01619882455673603,0.03887621685862541,0.19717053579559904,0.18064933888081972,17,27,True
LSTM_HS,911,KR,momentum,60,0.018038294989451448,0.04372053220868111,0.20909456106245058,0.19157423327522347,13,23,False
LSTM_HS,911,KR,momentum,252,0.024969385836632278,0.06039704382419586,0.2457581096021265,0.22516569144107956,13,23,False
LSTM_HS,911,KR,extended,22,0.01092864439924377,0.02655220963060856,0.16294849831408445,0.14929481412262188,82,92,True
LSTM_HS,911,KR,extended,60,0.014907584570791634,0.035501629114151,0.18841877032289553,0.17263089616419167,65,75,False
LSTM_HS,911,KR,extended,252,0.030084993485828253,0.06935559958219528,0.26335451548134053,0.24128766968662194,10,20,False
LSTM_HS,911,JP,core,22,0.010598438749997299,0.02959020435810089,0.1720180284626098,0.14366898756077187,22,32,False
LSTM_HS,911,JP,core,60,0.010186744822642292,0.02831810712814331,0.16827984354336678,0.1405468657258543,22,32,True
LSTM_HS,911,JP,core,252,0.010251197593895284,0.02829301357269287,0.16820527306337876,0.14048458466463326,86,96,False
LSTM_HS,911,JP,momentum,22,0.01119061445906103,0.03135841712355614,0.1770830723143589,0.14789929835223567,19,29,True
LSTM_HS,911,JP,momentum,60,0.011475289165203208,0.03208909183740616,0.17913428219999217,0.14961246324650507,18,28,False
LSTM_HS,911,JP,momentum,252,0.01772718392889432,0.05276695638895035,0.22971059189547163,0.19185365897145779,30,40,False
LSTM_HS,911,JP,extended,22,0.011228441821332206,0.03129950538277626,0.17691665059752315,0.14776030338886115,26,36,True
LSTM_HS,911,JP,extended,60,0.011572868987753287,0.03196917846798897,0.17879925630600652,0.14933265053486233,22,32,False
LSTM_HS,911,JP,extended,252,0.014398710768017365,0.03930516541004181,0.1982553057541296,0.16558228989607462,26,36,False
LSTM_HS,gfc,US,core,22,0.015320790295631416,0.012576023484042204,0.11214287279898814,0.19810892392572443,50,60,False
LSTM_HS,gfc,US,core,60,0.015205186894153188,0.012596493494136638,0.11223410110350758,0.1982700856722432,45,55,True
LSTM_HS,gfc,US,core,252,0.016776004031922656,0.012732960951636988,0.11284042221763692,0.19934119808871317,34,44,False
LSTM_HS,gfc,US,momentum,22,0.017613095458243373,0.013021184265079252,0.11411040528014374,0.201584719871574,48,58,False
LSTM_HS,gfc,US,momentum,60,0.016414478537172907,0.01324134609435659,0.11507104689459997,0.20328176643162887,73,83,True
LSTM_HS,gfc,US,momentum,252,0.018851280385776215,0.01507245798955163,0.1227699396601801,0.2168824467347144,51,61,False
LSTM_HS,gfc,US,extended,22,0.017548491541412633,0.012492260149869311,0.11176877913913501,0.19744805899020793,66,76,False
LSTM_HS,gfc,US,extended,60,0.01864331728220765,0.014407186460981805,0.12002994435193222,0.21204203638557434,57,67,False
